txid,name,address
0xe4f117461ac56ce584a2dfdfe5f1a89ec85539913478a88ba8c674919370c6a0,FacetSwapV1Pair,0xc4d3e3c112632bb7c2af4a6edd67fbe8951f8ff2
0x1f45d0fe7fef83024a7741710dac07d5c5c8e70b42e49dca899a4cbb5dbf47e4,FacetSwapV1Pair,0xff165f256ae596ca44e2cf3f0de2f140b9392a75
0x3a3ddd431072a7a3a6addae3377185e259c844fea610fa497ca051ca09a92795,FacetSwapV1Pair,0x85c0308ddfd5032625aaa0e7d622d12c4169da2a
0x287f9b3557dc115482b7ae69f68ab4ead6cba30bf4f2e20b95478c533251969b,PublicMintERC20,0xb35c8487429e8c9f7e4225f0f411c5543026eaa0
0x4a711e4bc098531f551d74d479fbecab4dfc010f28104a6420960eb5c7a097c9,PublicMintERC20,0xc652fe008c70743ed2b0e456f81ea2a8161bbd90
0x9542c4280f8e78c929c2145327648878c32ec91612fe6a548094ff25529c0ed5,PublicMintERC20,0x8aa019df27e956ed084e68331c9560c965167a7e
0x15a954d370f1360559bd68fe141fe8dfa3613c4a4dd74841484ec80c6692d233,PublicMintERC20,0x00d31b44ace4058aff966229c1489b4812cc8c89
0x774ed08941553e0472e1493fc5da0f3c9fa78151b62ddc3eee35bcb4cbe0fa3e,PublicMintERC20,0x44963d87cba22d509f050947512b19a66d926c8a
0xa76f489bcefbf4feab3e9f802fd188e9c6209f49c521768b94b9df11b6ba0e3a,PublicMintERC20,0xe561bcf57995fb6a7c23c1fd63143647c6e74eda
0xdd94ad52aa231b05ecafe8e67735db3ce4b4f508a6932cd76d952b083cb7a6ac,PublicMintERC20,0x0e00414708feee71042d0dd46811215ee3ce13af
0x6f8f6413c5a6c6a18bfa79d782d83fbea8e53c5d98ea3eb27d49fab0b4e726c7,PublicMintERC20,0x9f6e9caf83422d73916d7316b948a783cfe9d011
0x625db65c55076d0bcae4510bacbf9f40d0cc047c5154fb5c547e086edc7cc10f,PublicMintERC20,0xdeb8e32a97da1cf6724f271e93851b2f79ec2073
0x832c608c470fd262f872ae9675e27ff8fa4e9ca2df4511a5cbe22aa15ff3db6d,FacetSwapV1Pair,0xf90fb6b554ffaa40db5536eee7926b57b86e5592
0x30ef2bfb9db801ff7386b2d193e62b40a5c3f34d6baeda61bbfe1b8078682b2e,FacetSwapV1Pair,0x1597e7edcb29689f34c12d9b6b2abfaefdee0a45
0x93f06a5f0bc63a59044ad1efb4f26e662827d5716fde6ed19c198539804c6420,PublicMintERC20,0x2bee168196b2557341b182a33944e84e5ffc2e7f
0x309bea19c984ff1496527e6dca8973fbbc4e0968d3211ad2983e8796ee6f82ca,PublicMintERC20,0x56077490f16f6fc8a1760e6b4ec4d2447a7f4c01
0xe739010234e12777e21c1e5d8726f6944675e0b1c58b8087bcbd87909cbd6d66,PublicMintERC20,0x60c5f6bbb589c8378de9a6b9d97930be07e842ea
0xb15e50bdcec20085c3931e70be59fc3498ed1b5f02968abcfa6e69e881e4d68e,PublicMintERC20,0x2bfa30e97530b381420f2c2cd447456356067e52
0xac98142141973cb19eeeba46cd6b335fdcfe2bb0e8c60800f8e98c7c52bf5e79,FacetSwapV1Pair,0xcfd4c83f0623bb597f0b9db95208753998d77495
0x85460e85a7ba088a44d99b95912f9ef97f3361a8962b28ad46be39805342049c,PublicMintERC20,0xc097d8220085803df30c3ddf61fcef301080506f
0x2cca52a437d717ba33657f7c1b3a06b9f0933c80730e9f4322c453c73d04f7b4,FacetSwapV1Pair,0xec613c06cabc58650e1a5ac52a361a79265dd4b9
0x6dc37f737767568b657eb8937af6f4ffd7833162c7ae075ea8a3a2f21d90c872,FacetSwapV1Pair,0x07196c532200d49c37fe7bf3b1d1e45acf635624
0x58993146db0dd003782c5da8d2712402f0a40b656818f090a75c9efb04f7dfd1,PublicMintERC20,0x171a54d8325cd024f5e4a8038cd10ea4679f67b6
0xc41bbe736cc0cea84a0ca7c9ad97b543196292df993068355cc44cf172d78ab9,PublicMintERC20,0x0fa4d1eea940b2c82019f4d048e887715f5eb703
0x71e37d6eb5ccd834c3c98c2bca901ca89148a41257e7f8271daa523cec23e0ec,PublicMintERC20,0xe544a07164d24edba2a6a5a034d021f739f0411e
0x3d9f9026d5f6f2fdc82fec75853f1fc445f7043b221099686bfe0cb2ea4c50c8,PublicMintERC20,0x5fb4744bef79d0828cece8ac7b9ec7dfad88f73e
0x3625227114e19721babc1b2682346460c9207b9dd9d3464e632db6290fc11626,FacetSwapV1Pair,0x644d2ed2c756a5661b803f4ca8654d5c65722ada
0x9ee3e7eeac789d3baaef1fe500a94a4dc35cc6bd5907dba0422515a7908b9d9d,PublicMintERC20,0xf8d177f3d1c57541166037d0165f09744ef92d40
0x554d2b3f58758a4fc579cf07dbeabd11b6a6a8b571ce668296aa8ac802b8c8bf,FacetSwapV1Pair,0xd7afa8406c06b81d6906c4b6143e76ffbb6118b8
0x5d6cfd06800243265fd3914e089e3fa49c1b503c1cd5b36aea2e7596970a7a4a,PublicMintERC20,0x0063682313520ef7a6f6de1f0a95a70006350e12
0x520d4e74dfcc4188c7f7fddf8c2a5408965349f3bd35d5a2b50e14eb6dd7a082,FacetSwapV1Pair,0xfb59e10617b16fda2a0516ef96a51b5af70732e6
0x91972e7765df655ac31893c8114af485866dfc6cdc14db2724c37356d4a3d2ad,PublicMintERC20,0x32e266cc9fdbfdd1984e3a7786555feb95190f37
0xaf7d1cbd098297c8230e8321a27076834dcb31b75319dd4afc6e7d8d30dbe733,FacetSwapV1Pair,0xe6c9a86b8d9607908108f42ea15a84935d1922d2
0x3cc8d12c707541e450d7c90d9db3bec6c7143c0c8877fed88ce3294093591255,FacetSwapV1Pair,0x9f867c96fc26a07a85373ae6eb9f519968da5d42
0xeb2103624e9ae1e0da36e82c5e747cbee836ccc2c631e8bf92033985745794bc,PublicMintERC20,0xf607822104df40893bc7974330258c5f073cac47
0xb4cce344ea50d78105e5113ce0e7d21fe2d3b583d82610caaf1a8ba5ff0424ba,FacetSwapV1Pair,0x5ae53d22563bd7a32f11b23b96c55b803869a1f0
0x438dcfca13e0898507d1162a82b9136c6a78069017e2bcaa248508c4b2934b97,PublicMintERC20,0x60e58ff8213449f9ec8550b5f2060a8bb67c16a6
0xa96442071a41b8c34a319b386e7b2f1c911941d0685708cb701091fa591e0527,PublicMintERC20,0xbc4aeda8fc52b7ab11ac8af1905c24339e97d6cb
0x2c5c368338bc5dc1e1c16c26ee6c572f624e6c2f99ec1beea7801b1d6192cf5c,PublicMintERC20,0xa541e22246cafb17432b5329c7931e92f0ac381b
0xbc5d4b24bd2874cba19dee0f2c91b1647c429b0d5fa354fbd1a63f0844482c97,FacetSwapV1Factory,0xba13a6089e0539f8813926786646986e84ba4674
0x37e5a36e02c23f4f22a3d5acc6ad3a00999a469cd095392ec49d5941e5ad9307,FacetSwapV1Pair,0x9fabff2e15d72d9363c99f71738e64033edb039f
0x3b17e63ef2f56bf4b294e23e493224afd8671a798c65aebd5973b9f2b2f72910,PublicMintERC20,0xcdf9a0c2650381b694ac58bf35155188ea329cab
0x6864fa68ed27e0f5f38cfac108aec2ddbdbc0c7520d4c0e6542d2e7e6a3bb712,FacetSwapV1Pair,0x921282d6804223d544107839809b88e6b9a5952d
0x2b6cfca6b36fa475bf19130df539f2039ee2dc2486cf936382d5821ba4dc6932,FacetSwapV1Pair,0x21246a44a8b4e890da7c336675f4fc86c73a0cd4
0xe56e2f101fc258b2897b45b5950d9a26b5c9cf59c20ea2abf7cec70df619ce9d,FacetSwapV1Pair,0x032e551fc50073efb66e76eff261a7c85532c38b
0x950d0550d704e2db31ed4de6b8fda22a4a9dd17b8f506d0f4f01bb3415ee2532,FacetSwapV1Pair,0x284a5d93e9c954669ccae0c6228e3e9f8a442176
0xd149b6f906c94fbe8986acaeed465d1d3f84727dd2dee8c468db40a114af511e,PublicMintERC20,0x272827b0025d0afdd5d31139acd513b2eb2f6f14
0x078429d640b5870eec7f4b81ca4e2c5b507114b3cbd0f9a099f012f62bfb45db,FacetSwapV1Pair,0x6c147bc62af179022d952b98d87847a717c4dcdd
0x1fa0d8aa6953461828716b44c861578ad870d98b2d3f45e25478499a42ca245e,PublicMintERC20,0x29cec382050ace844f70bbc28e361352e6e6d14e
0xa43ef328b5fdc362d8ec688218ec765ce21892da80741f4c9cf90b5af3ad3fee,PublicMintERC20,0x41b658d68888d6a90ef4778f26fa750bcff88a34
0xeeb38f06eb938e9e67606e2d13acf222b70ab72b252c5a97858bd9a020499882,PublicMintERC20,0xfb1f4c9468b3d54631fb3cd1f6c790173eec0c97
0x1b34c8adb8d807fb94a57b3bfdd2b9d053a1823f44eb85c080846fc758156f9b,PublicMintERC20,0x446ac74bead2a61f437890413cff880b6eabd64a
0x14e2bb1d7090873832cd5b06f34a10374b4884412639c651b01b83eb8a9eed3c,PublicMintERC20,0x350199365de2111d620c3ec045e2c92c3a86bb06
0xbca3d7b2e2f610a06e2fb320668470dfe7e022f4cffdb91c1aed08754990abec,AirdropERC20,0x6c7ba137d124ae8d7d97bcce11e3271acfa0abbe
0x96d00339149812856489d058d09e4374602c8c778ddc4886d78acf25628eff92,PublicMintERC20,0xa2ff46ef1bba8b86bac10d1c0923ad56d57347f3
0x4ba0e92b689d58f101160cc26f8172519a30ae45a993d8854725fdeac80c4b15,PublicMintERC20,0xc6317760c285a25a5261e02376b8fc2488e35feb
0x15ce6d122425a6ef80d561a4bda944380ce2bc3cc73a9467dafeeaa58b5b30c4,PublicMintERC20,0x95dcff8089ab9f85d2c7408f550f82d6b5de884f
0xf081b6f2d023c5baa4396739939ff10650fdc85ace16d68eb086786263cb52e3,PublicMintERC20,0x2d4386f0bff94ad55dec9fa61e78d08083145bdc
0x9a86f56d76758e7e719014db6d49a508626a545404a1d2b761f5ce9c3fd9f755,PublicMintERC20,0xc1cdb0c8db2ce9bcf19721f97e1aeb6e21c2ef7a
0x6dce7ca2a399c40ebf51c84976104d49b8330ddc9378cd7914d5bb9b4dab51ac,PublicMintERC20,0x900c95f4dac018538c12d4cfca3c30292a7ce117
0x410b76196c36f2c72bc48fdab1b9a0f5a7f18dd9d81aa9e201cb45408f33ecbc,PublicMintERC20,0x30ea14bea4a5ce24bd9a28da2ebd2eff42907552
0x4f8af7bc1623f45023630c7223cb779825c74f6e25d94e8c9fba865d2e7f2a5d,PublicMintERC20,0x2e3c223e04ae86733c16f77372c946654bed02c8
0xc7d16efa100591a84bba7fb5925d4c57d80629de47a47ce2e298a588afbbf110,FacetSwapV1Router,0xf29e6e319ac4ce8c100cfc02b1702eb3d275029e
0x907f34afe452a52cb88a6bc56fa2bf26d3e54dcfe0bdbd70fa68671b913d0a55,PublicMintERC20,0xac1439c95c1b40c3d42595ef918c8e3c42fd74f3
0xcbff88cc1073c72fd05f3ab524c4560460977121e926178325ee6d38233b767f,FacetSwapV1Factory,0xc5c93c9553437bf94cf07ad2e8659197c094d5b4
0xec5d415d7edfcfd78c9927ba2dc04eb1e8cd334af49a2deef674d43ed2264dab,NameRegistry,0xde11257ac24e96b8e39df45dbd4d3cf32237d63d
0x9b95b2409c4db3700682ee8c5806e5e030f670b2f0ec6ed175699f425d5a711a,AirdropERC20,0x75c1cc882c1464eb097d2a8795ab0e6191ab8c86
0xae9faf7e1ad31e3007f27f38a48dae5e8efb8048a6c75ae11b11b3f8d975fc40,PublicMintERC20,0xcbe9556f1dd0b6eb2bb050a7e477b548b8618610
0xe770699a37c2651116affffd1baa7fd17148e2c7eb08d8e03103184043d74552,EthscriptionERC20Bridge,0x55ab0390a89fed8992e3affbf61d102490735e24
0xd38e2afd7eb7ba63ae5d35112a08fd577b885fb5898e4393cb79ebcbb14dbe9b,PublicMintERC20,0x55a082c7e9f72c3dfdadb7ffa98cf5464335d00f
0x53289d4ae9398bd94a4071aea3fe2c887ffb44feda4029032f4f0498cfd229ef,AirdropERC20,0xd533625b23add7c44d526a3e5e5306235cb9c305
0x0d589992fcaafc848de21613cd38235c6cbd0f671b8b1ccaa8b6bad946c83885,EtherBridge,0x1673540243e793b0e77c038d4a88448eff524dce
0xa1b348bca633c1d9aa604632f714ca2cce02ff8c428fff0bdcc0b377778c0b38,PublicMintERC20,0xeb9c4863a1d57d87dcd385873e261083cc171d4f
0x5dc22f0034ae99e10ea35201cca0031472adb33030baff14268124f969365208,AirdropERC20,0xb8d284fa0dbfe85882498e433a4345bd9cc444e6
